,No,Y_t,J_t,ID index,time,X_t,normal,Interpolated X_t,J_t_pred
694,178,15174.0,891.0,57,21,17.03030303030303,0,10.52208820552248,1894.6666666666667
695,178,15279.0,2137.0,57,22,7.149742629854938,1,7.149742629854941,1894.6666666666667
696,180,276642.0,1078.0,58,11,256.6252319109462,1,256.6252319109462,1893.2222222222222
697,180,240333.0,2200.0,58,12,109.24227272727272,1,109.24227272727272,1893.2222222222222
698,180,148584.0,2199.0,58,13,67.56889495225103,1,67.568894952251,1893.2222222222222
699,180,118368.0,1883.0,58,14,62.86139139670738,1,62.86139139670738,1893.2222222222222
700,180,49026.0,2065.0,58,15,23.74140435835351,1,23.74140435835352,1893.2222222222222
701,180,103131.0,2106.0,58,16,48.97008547008546,1,48.97008547008546,1893.2222222222222
702,180,53079.0,865.0,58,17,61.363005780346825,0,45.375152625152616,1893.2222222222222
703,180,79842.0,1911.0,58,18,41.78021978021978,1,41.78021978021978,1893.2222222222222
704,180,102189.0,2006.0,58,19,50.941674975074775,1,50.941674975074775,1893.2222222222222
705,180,62580.0,1591.0,58,20,39.33375235700817,1,39.33375235700817,1893.2222222222222
706,180,21717.0,853.0,58,21,25.459554513481827,0,27.00995996630775,1893.2222222222222
707,180,29622.0,2017.0,58,22,14.686167575607335,1,14.686167575607328,1893.2222222222222
708,182,192438.0,371.0,59,17,518.7008086253369,0,188.44949351909318,1546.1666666666667
709,182,193296.0,1099.0,59,18,175.8835304822566,1,175.8835304822566,1546.1666666666667
710,182,191709.0,926.0,59,19,207.02915766738656,0,163.31756744541997,1546.1666666666667
711,182,118488.0,903.0,59,20,131.21594684385383,0,150.75160440858338,1546.1666666666667
712,182,142323.0,879.0,59,21,161.91467576791808,0,138.1856413717467,1546.1666666666667
713,182,132780.0,1057.0,59,22,125.61967833491012,1,125.61967833491012,1546.1666666666667
714,182,146220.0,1391.0,59,23,105.11861969805895,1,105.11861969805895,1546.1666666666667
715,182,77100.0,1963.0,59,24,39.27661742231279,1,39.276617422312775,1546.1666666666667
716,182,61614.0,1794.0,59,25,34.34448160535117,1,34.344481605351184,1546.1666666666667
717,182,64296.0,1973.0,59,26,32.587937151545866,1,32.587937151545866,1546.1666666666667
718,182,79656.0,1869.0,59,27,42.619582664526476,1,42.619582664526476,1546.1666666666667
719,182,52698.0,1789.0,59,28,29.456679709334825,1,29.45667970933482,1546.1666666666667
720,183,56580.0,116.0,60,24,487.7586206896552,0,495.3692119435923,1414.6666666666667
721,183,0.0,1.0,60,25,0.0,0,407.48798351909767,1414.6666666666667
722,183,215238.0,671.0,60,26,320.77198211624443,0,319.6067550946032,1414.6666666666667
723,183,0.0,1.0,60,27,0.0,0,231.7255266701086,1414.6666666666667
724,183,196779.0,1368.0,60,28,143.84429824561403,1,143.84429824561403,1414.6666666666667
725,183,96984.0,1733.0,60,29,55.96306982111946,1,55.96306982111946,1414.6666666666667
726,183,0.0,1.0,60,30,0.0,0,81.39815538421229,1414.6666666666667
727,183,166650.0,424.0,60,31,393.04245283018884,0,106.83324094730513,1414.6666666666667
728,183,69405.0,146.0,60,32,475.3767123287671,0,132.26832651039794,1414.6666666666667
729,183,180255.0,1143.0,60,33,157.70341207349082,1,157.70341207349082,1414.6666666666667
730,183,61833.0,1034.0,60,34,59.79980657640232,1,59.799806576402254,1414.6666666666667
731,183,54036.0,1422.0,60,35,38.0,1,38.0,1414.6666666666667
732,184,284295.0,949.0,61,12,299.5732349841939,0,23.982439605139135,1811.7142857142858
733,184,54930.0,2122.0,61,13,25.885956644674835,1,25.885956644674835,1811.7142857142858
734,184,61248.0,2204.0,61,14,27.78947368421053,1,27.78947368421053,1811.7142857142858
735,184,7692.0,1150.0,61,15,6.688695652173912,1,6.6886956521739185,1811.7142857142858
736,184,38211.0,1449.0,61,16,26.37060041407868,1,26.37060041407868,1811.7142857142858
737,184,31245.0,2149.0,61,17,14.53932061423918,1,14.53932061423918,1811.7142857142858
738,184,10809.0,745.0,61,18,14.508724832214765,0,20.67384487649786,1811.7142857142858
739,184,0.0,1.0,61,19,0.0,0,26.80836913875655,1811.7142857142858
740,184,51918.0,1576.0,61,20,32.942893401015226,1,32.942893401015226,1811.7142857142858
741,184,30867.0,2032.0,61,21,15.190452755905511,1,15.190452755905511,1811.7142857142858
742,184,26445.0,2006.0,61,22,13.18295114656032,1,13.18295114656032,1811.7142857142858
743,184,22113.0,2027.0,61,23,10.909225456339417,1,10.909225456339417,1811.7142857142858
744,186,138243.0,75.0,62,8,1843.24,0,344.89933454348386,1810.375
745,186,541614.0,1771.0,62,9,305.82382834556745,1,305.82382834556745,1810.375
746,186,556437.0,2086.0,62,10,266.748322147651,1,266.748322147651,1810.375
747,186,340656.0,1531.0,62,11,222.50555192684516,1,222.50555192684516,1810.375
748,186,261873.0,2189.0,62,12,119.63133851073549,1,119.63133851073549,1810.375
749,186,91041.0,186.0,62,13,489.4677419354838,0,133.9590664327871,1810.375
750,186,294201.0,1984.0,62,14,148.28679435483872,1,148.28679435483872,1810.375
751,186,157674.0,1038.0,62,15,151.90173410404626,1,151.90173410404626,1810.375
752,186,111669.0,1919.0,62,16,58.19124544033351,1,58.19124544033354,1810.375
753,186,148197.0,1965.0,62,17,75.41832061068702,1,75.41832061068702,1810.375
754,186,187464.0,2147.0,62,18,87.31439217512809,1,87.31439217512809,1810.375
755,186,172845.0,2200.0,62,19,78.56590909090909,1,78.56590909090909,1810.375
756,198,245679.0,182.0,63,8,1349.8846153846155,0,357.5655009042667,2052.4444444444443
757,198,463368.0,1574.0,63,9,294.3888182973316,1,294.3888182973316,2052.4444444444443
758,198,483927.0,2093.0,63,10,231.21213569039656,1,231.21213569039656,2052.4444444444443
759,198,368517.0,2107.0,63,11,174.90128144280968,1,174.90128144280968,2052.4444444444443
760,198,306174.0,2175.0,63,12,140.76965517241382,1,140.76965517241382,2052.4444444444443
761,198,255084.0,2177.0,63,13,117.1722553973358,1,117.1722553973358,2052.4444444444443
762,198,196752.0,2158.0,63,14,91.17330861909176,1,91.17330861909176,2052.4444444444443
763,198,148146.0,2025.0,63,15,73.15851851851852,1,73.15851851851852,2052.4444444444443
764,198,124932.0,2192.0,63,16,56.99452554744526,1,56.99452554744525,2052.4444444444443
765,198,132948.0,1971.0,63,17,67.45205479452055,1,67.45205479452055,2052.4444444444443
766,198,129729.0,2151.0,63,18,60.31101813110181,1,60.31101813110182,2052.4444444444443
767,198,115272.0,2201.0,63,19,52.37255792821446,1,52.372557928214455,2052.4444444444443
768,200,174231.0,115.0,64,9,1515.0521739130436,0,300.43200722894835,1827.4444444444443
769,200,584820.0,1094.0,64,10,534.5703839122486,0,273.04648981683954,1827.4444444444443
770,200,373896.0,1522.0,64,11,245.66097240473061,1,245.66097240473061,1827.4444444444443
771,200,443754.0,2033.0,64,12,218.2754549926217,1,218.2754549926217,1827.4444444444443
772,200,388272.0,2190.0,64,13,177.29315068493145,1,177.29315068493145,1827.4444444444443
773,200,296829.0,2203.0,64,14,134.7385383567862,1,134.73853835678617,1827.4444444444443
774,200,241677.0,2204.0,64,15,109.6538112522686,1,109.65381125226858,1827.4444444444443
775,200,198459.0,1934.0,64,16,102.61582213029988,1,102.61582213029986,1827.4444444444443
776,200,158118.0,1300.0,64,17,121.62923076923077,1,121.62923076923077,1827.4444444444443
777,200,137436.0,1967.0,64,18,69.87086934417896,1,69.8708693441789,1827.4444444444443
778,200,121062.0,2189.0,64,19,55.30470534490635,1,55.30470534490635,1827.4444444444443
779,200,103332.0,2123.0,64,20,48.67263306641545,1,48.672633066415436,1827.4444444444443
780,202,203256.0,96.0,65,9,2117.25,0,80.40347156195898,1805.5555555555557
781,202,601059.0,1078.0,65,10,557.5686456400741,0,150.51578536775634,1805.5555555555557
782,202,320352.0,1452.0,65,11,220.6280991735537,1,220.6280991735537,1805.5555555555557
783,202,591366.0,2034.0,65,12,290.74041297935105,1,290.74041297935105,1805.5555555555557
784,202,482508.0,2191.0,65,13,220.22272934733,1,220.22272934733002,1805.5555555555557
785,202,397620.0,2204.0,65,14,180.40834845735031,1,180.40834845735031,1805.5555555555557
786,202,282471.0,2204.0,65,15,128.16288566243193,1,128.16288566243193,1805.5555555555557
787,202,149706.0,1678.0,65,16,89.21692491060787,1,89.21692491060787,1805.5555555555557
788,202,111735.0,1428.0,65,17,78.24579831932773,1,78.24579831932772,1805.5555555555557
789,202,159000.0,1981.0,65,18,80.2624936900555,1,80.2624936900555,1805.5555555555557
790,202,156648.0,2194.0,65,19,71.39835916134912,1,71.39835916134909,1805.5555555555557
791,202,182307.0,2122.0,65,20,85.91281809613571,1,85.91281809613571,1805.5555555555557
792,204,409302.0,1639.0,66,6,249.7266625991458,1,249.7266625991458,2091.1
793,204,449277.0,2201.0,66,7,204.12403452975917,1,204.12403452975917,2091.1
794,204,434430.0,2190.0,66,8,198.36986301369862,1,198.36986301369862,2091.1
795,204,362619.0,2104.0,66,9,172.34743346007602,1,172.34743346007602,2091.1
796,204,274761.0,2140.0,66,10,128.39299065420562,1,128.39299065420562,2091.1
797,204,203397.0,1952.0,66,11,104.19928278688525,1,104.19928278688525,2091.1
798,204,173061.0,2199.0,66,12,78.699863574352,1,78.69986357435202,2091.1
799,204,151173.0,2178.0,66,13,69.4090909090909,1,69.40909090909092,2091.1
800,204,143421.0,2110.0,66,14,67.97203791469194,1,67.97203791469194,2091.1
801,204,124173.0,2198.0,66,15,56.493630573248396,1,56.493630573248396,2091.1
802,204,115614.0,1953.0,66,16,59.198156682027644,1,59.198156682027644,2091.1
803,204,96786.0,2083.0,66,17,46.46471435429668,1,46.46471435429668,2091.1
804,206,454251.0,1721.0,67,6,263.94596165020334,1,263.94596165020334,2092.4
805,206,544341.0,2198.0,67,7,247.6528662420382,1,247.6528662420382,2092.4
806,206,491628.0,2191.0,67,8,224.3852122318576,1,224.3852122318576,2092.4
807,206,546735.0,2003.0,67,9,272.95806290564155,1,272.95806290564155,2092.4
808,206,416085.0,2137.0,67,10,194.7051941974731,1,194.70519419747313,2092.4
809,206,285090.0,1952.0,67,11,146.05020491803282,1,146.05020491803285,2092.4
810,206,206079.0,2199.0,67,12,93.71487039563438,1,93.71487039563436,2092.4
811,206,193887.0,2174.0,67,13,89.18445262189512,1,89.18445262189512,2092.4
812,206,164268.0,2146.0,67,14,76.54613233923578,1,76.54613233923578,2092.4
813,206,141996.0,2203.0,67,15,64.4557421697685,1,64.4557421697685,2092.4
814,206,126390.0,1920.0,67,16,65.828125,1,65.828125,2092.4
815,206,123546.0,2112.0,67,17,58.49715909090909,1,58.49715909090909,2092.4
816,208,790623.0,1661.0,68,18,475.9921733895244,1,475.9921733895244,1845.7
817,208,709668.0,1932.0,68,19,367.32298136645966,1,367.32298136645966,1845.7
818,208,804702.0,1967.0,68,20,409.1011692933402,1,409.1011692933402,1845.7
819,208,649824.0,1582.0,68,21,410.7610619469026,1,410.7610619469026,1845.7
820,208,563094.0,1466.0,68,22,384.1023192360164,1,384.1023192360164,1845.7
821,208,618213.0,1917.0,68,23,322.48982785602504,1,322.4898278560251,1845.7
822,208,512184.0,2077.0,68,24,246.59797785267213,1,246.59797785267216,1845.7
823,208,423033.0,1701.0,68,25,248.6966490299824,1,248.6966490299824,1845.7
824,208,416508.0,2071.0,68,26,201.11443746982133,1,201.11443746982127,1845.7
825,208,458937.0,2083.0,68,27,220.32501200192036,1,220.32501200192036,1845.7
826,208,342963.0,1935.0,68,28,177.24186046511628,1,177.24186046511625,1845.7
827,208,240168.0,2123.0,68,29,113.1267074894018,1,113.12670748940184,1845.7
828,210,21.0,541.0,69,19,0.038817005545286505,0,-60.60265996583047,1801.375
829,210,605448.0,809.0,69,20,748.3906056860321,0,114.5527210714688,1801.375
830,210,522054.0,1802.0,69,21,289.70810210876806,1,289.70810210876806,1801.375
831,210,827457.0,1780.0,69,22,464.86348314606727,1,464.86348314606727,1801.375
832,210,773427.0,2059.0,69,23,375.6323457989315,1,375.6323457989315,1801.375
833,210,610164.0,1790.0,69,24,340.87374301675976,1,340.87374301675976,1801.375
834,210,433407.0,1814.0,69,25,238.92337375964718,1,238.92337375964715,1801.375
835,210,574665.0,1755.0,69,26,327.4444444444445,1,327.4444444444445,1801.375
836,210,475773.0,1867.0,69,27,254.83288698446705,1,254.83288698446702,1801.375
837,210,434505.0,1544.0,69,28,281.4151554404145,1,281.4151554404145,1801.375
838,210,491130.0,2125.0,69,29,231.12,1,231.12,1801.375
839,210,393459.0,2121.0,69,30,185.5063649222065,1,185.5063649222065,1801.375
840,211,416721.0,1748.0,70,6,238.3987414187643,1,238.3987414187643,2076.8
841,211,449688.0,2196.0,70,7,204.77595628415298,1,204.77595628415298,2076.8
842,211,436110.0,2204.0,70,8,197.87205081669688,1,197.87205081669688,2076.8
843,211,318978.0,1887.0,70,9,169.0397456279809,1,169.0397456279809,2076.8
844,211,211272.0,2142.0,70,10,98.6330532212885,1,98.63305322128849,2076.8
845,211,115176.0,1900.0,70,11,60.61894736842106,1,60.61894736842106,2076.8
846,211,107103.0,2177.0,70,12,49.197519522278355,1,49.197519522278355,2076.8
847,211,69342.0,2172.0,70,13,31.925414364640883,1,31.92541436464089,2076.8
848,211,74844.0,2151.0,70,14,34.79497907949791,1,34.79497907949791,2076.8
849,211,45582.0,2191.0,70,15,20.804198995892285,1,20.804198995892282,2076.8
850,211,38505.0,1934.0,70,16,19.909513960703205,1,19.909513960703205,2076.8
851,211,68469.0,2175.0,70,17,31.48,1,31.480000000000004,2076.8
852,213,443805.0,1700.0,71,6,261.06176470588235,1,261.06176470588235,2101.2
853,213,396141.0,2193.0,71,7,180.6388508891929,1,180.6388508891929,2101.2
854,213,412929.0,2203.0,71,8,187.4394008170676,1,187.4394008170676,2101.2
855,213,294189.0,2105.0,71,9,139.75724465558196,1,139.757244655582,2101.2
856,213,230670.0,2139.0,71,10,107.84011220196354,1,107.84011220196354,2101.2
857,213,209649.0,1941.0,71,11,108.01081916537869,1,108.01081916537869,2101.2
858,213,179652.0,2199.0,71,12,81.69713506139153,1,81.69713506139152,2101.2
859,213,167541.0,2178.0,71,13,76.92424242424242,1,76.92424242424242,2101.2
860,213,159903.0,2151.0,71,14,74.3389121338912,1,74.3389121338912,2101.2
861,213,161769.0,2203.0,71,15,73.4312301407172,1,73.4312301407172,2101.2
862,213,158928.0,1955.0,71,16,81.29309462915602,1,81.29309462915602,2101.2
863,213,138027.0,2169.0,71,17,63.63623789764869,1,63.63623789764867,2101.2
864,215,453822.0,1748.0,72,6,259.62356979405035,1,259.62356979405035,2118.3
865,215,393912.0,2181.0,72,7,180.61072902338373,1,180.61072902338373,2118.3
866,215,348795.0,2204.0,72,8,158.255444646098,1,158.255444646098,2118.3
867,215,280305.0,2072.0,72,9,135.28233590733592,1,135.28233590733592,2118.3
868,215,203232.0,2139.0,72,10,95.0126227208976,1,95.01262272089758,2118.3
869,215,158736.0,2202.0,72,11,72.08719346049047,1,72.08719346049045,2118.3
870,215,122067.0,2147.0,72,12,56.85468095016302,1,56.85468095016303,2118.3
871,215,153192.0,2143.0,72,13,71.48483434437703,1,71.48483434437703,2118.3
872,215,126501.0,2144.0,72,14,59.00233208955224,1,59.00233208955223,2118.3
873,215,93219.0,2203.0,72,15,42.314571039491604,1,42.314571039491604,2118.3
874,215,81666.0,1935.0,72,16,42.204651162790704,1,42.204651162790704,2118.3
875,215,69321.0,2169.0,72,17,31.959889349930844,1,31.959889349930855,2118.3
876,219,395628.0,1692.0,73,7,233.82269503546098,1,233.82269503546098,2107.6
877,219,352872.0,2035.0,73,8,173.4014742014742,1,173.4014742014742,2107.6
878,219,261870.0,2200.0,73,9,119.03181818181818,1,119.03181818181818,2107.6
879,219,235848.0,2144.0,73,10,110.00373134328358,1,110.00373134328358,2107.6
880,219,197931.0,2164.0,73,11,91.46534195933457,1,91.46534195933458,2107.6
881,219,166974.0,2128.0,73,12,78.46522556390977,1,78.46522556390978,2107.6
882,219,150159.0,2202.0,73,13,68.19209809264305,1,68.19209809264305,2107.6
883,219,153786.0,2203.0,73,14,69.80753517930096,1,69.80753517930096,2107.6
884,219,136428.0,2191.0,73,15,62.26745778183479,1,62.26745778183479,2107.6
885,219,125745.0,2117.0,73,16,59.39773264052905,1,59.39773264052906,2107.6
886,219,119232.0,1958.0,73,17,60.89479060265578,1,60.89479060265578,2107.6
887,219,107565.0,2181.0,73,18,49.3191196698762,1,49.31911966987619,2107.6
888,221,389085.0,1476.0,74,7,263.6077235772358,1,263.6077235772358,2070.6
889,221,480198.0,2009.0,74,8,239.02339472374317,1,239.02339472374317,2070.6
890,221,303192.0,2198.0,74,9,137.93994540491354,1,137.93994540491354,2070.6
891,221,258558.0,2013.0,74,10,128.4441132637854,1,128.4441132637854,2070.6
892,221,201804.0,2186.0,74,11,92.31655992680695,1,92.31655992680695,2070.6
893,221,143058.0,2123.0,74,12,67.38483278379651,1,67.38483278379651,2070.6
894,221,111456.0,2200.0,74,13,50.66181818181818,1,50.66181818181818,2070.6
895,221,97245.0,2184.0,74,14,44.5260989010989,1,44.5260989010989,2070.6
896,221,90792.0,2197.0,74,15,41.32544378698225,1,41.32544378698225,2070.6
897,221,81330.0,2120.0,74,16,38.363207547169814,1,38.363207547169814,2070.6
898,221,73881.0,1953.0,74,17,37.8294930875576,1,37.8294930875576,2070.6
899,221,60843.0,2118.0,74,18,28.72662889518413,1,28.72662889518412,2070.6
900,223,306741.0,894.0,75,18,343.1107382550336,0,179.3459337885756,1752.7142857142858
901,223,278985.0,1881.0,75,19,148.31738437001596,1,148.31738437001596,1752.7142857142858
902,223,144969.0,1236.0,75,20,117.28883495145632,1,117.28883495145632,1752.7142857142858
903,223,137451.0,138.0,75,21,996.0217391304348,0,136.15835475795814,1752.7142857142858
904,223,177972.0,1148.0,75,22,155.02787456445992,1,155.02787456445992,1752.7142857142858
905,223,151095.0,801.0,75,23,188.63295880149812,0,139.9560699220219,1752.7142857142858
906,223,192072.0,1538.0,75,24,124.88426527958387,1,124.88426527958387,1752.7142857142858
907,223,74523.0,2139.0,75,25,34.84011220196353,1,34.840112201963514,1752.7142857142858
908,223,66540.0,2177.0,75,26,30.56499770326137,1,30.56499770326137,1752.7142857142858
909,223,53763.0,2150.0,75,27,25.00604651162791,1,25.00604651162791,1752.7142857142858
910,223,29181.0,1864.0,75,28,15.655042918454935,1,15.65504291845494,1752.7142857142858
911,223,70230.0,1590.0,75,29,44.16981132075472,1,44.16981132075472,1752.7142857142858
912,224,291723.0,1315.0,76,17,221.84258555133079,1,221.84258555133079,1698.75
913,224,168924.0,1689.0,76,18,100.01420959147423,1,100.01420959147423,1698.75
914,224,38886.0,560.0,76,19,69.43928571428572,0,106.86310856617641,1698.75
915,224,221172.0,633.0,76,20,349.4028436018956,0,113.71200754087856,1698.75
916,224,127674.0,1059.0,76,21,120.56090651558071,1,120.56090651558071,1698.75
917,224,113364.0,1556.0,76,22,72.8560411311054,1,72.85604113110537,1698.75
918,224,72180.0,1835.0,76,23,39.33514986376022,1,39.33514986376022,1698.75
919,224,31779.0,2029.0,76,24,15.662395268605225,1,15.662395268605225,1698.75
920,224,52530.0,2165.0,76,25,24.263279445727488,1,24.263279445727488,1698.75
921,224,52605.0,1942.0,76,26,27.088053553038105,1,27.088053553038105,1698.75
922,224,48384.0,2032.0,76,27,23.811023622047248,1,23.811023622047248,1698.75
923,224,47775.0,2056.0,76,28,23.23686770428016,1,23.23686770428016,1698.75
924,226,255930.0,1461.0,77,2,175.17453798767968,1,175.17453798767968,2023.0
925,226,120474.0,1828.0,77,3,65.90481400437636,1,65.90481400437636,2023.0
926,226,82674.0,2143.0,77,4,38.57862809146057,1,38.57862809146057,2023.0
927,226,111594.0,1793.0,77,5,62.23870607919688,1,62.23870607919688,2023.0
928,226,148428.0,2128.0,77,6,69.75,1,69.75,2023.0
929,226,94125.0,2162.0,77,7,43.53607770582794,1,43.53607770582795,2023.0
930,226,89619.0,2209.0,77,8,40.56994114984155,1,40.56994114984155,2023.0
931,226,89142.0,2204.0,77,9,40.44555353901996,1,40.44555353901996,2023.0
932,226,68154.0,2111.0,77,10,32.285172903837044,1,32.28517290383704,2023.0
933,226,62064.0,2191.0,77,11,28.326791419443172,1,28.326791419443172,2023.0
934,226,63105.0,1709.0,77,12,36.92510239906378,1,36.92510239906378,2023.0
935,226,56046.0,2154.0,77,13,26.01949860724234,1,26.019498607242326,2023.0
936,228,135885.0,1386.0,78,2,98.04112554112557,1,98.04112554112557,2092.4
937,228,119619.0,2143.0,78,3,55.81847876808213,1,55.81847876808213,2092.4
938,228,88176.0,2209.0,78,4,39.91670439112721,1,39.91670439112721,2092.4
939,228,93018.0,2207.0,78,5,42.14680561848663,1,42.14680561848663,2092.4
940,228,71529.0,2025.0,78,6,35.32296296296296,1,35.32296296296296,2092.4
941,228,60945.0,2197.0,78,7,27.74010013654984,1,27.74010013654984,2092.4
942,228,65247.0,2202.0,78,8,29.63079019073569,1,29.63079019073569,2092.4
943,228,69921.0,2199.0,78,9,31.796725784447474,1,31.796725784447474,2092.4
944,228,65469.0,2161.0,78,10,30.295696436834803,1,30.295696436834803,2092.4
945,228,53457.0,2195.0,78,11,24.353986332574028,1,24.353986332574024,2092.4
946,228,49332.0,1785.0,78,12,27.636974789915968,1,27.636974789915968,2092.4
947,228,12006.0,2141.0,78,13,5.6076599719757105,1,5.607659971975721,2092.4
948,230,321510.0,1558.0,79,2,206.3607188703466,1,206.3607188703466,2113.9
949,230,239685.0,2133.0,79,3,112.36990154711674,1,112.36990154711674,2113.9
950,230,231699.0,2173.0,79,4,106.6263230556834,1,106.6263230556834,2113.9
951,230,189420.0,2209.0,79,5,85.74920778632865,1,85.74920778632865,2113.9
952,230,178470.0,2135.0,79,6,83.59250585480093,1,83.59250585480093,2113.9
953,230,137655.0,2161.0,79,7,63.69967607589079,1,63.69967607589081,2113.9
954,230,121068.0,2205.0,79,8,54.906122448979595,1,54.906122448979595,2113.9
955,230,164412.0,2205.0,79,9,74.56326530612246,1,74.56326530612246,2113.9
956,230,174666.0,2153.0,79,10,81.12679981421273,1,81.12679981421273,2113.9
957,230,136938.0,2207.0,79,11,62.04712279111917,1,62.04712279111917,2113.9
958,230,100878.0,1728.0,79,12,58.37847222222222,1,58.37847222222222,2113.9
959,230,78429.0,2152.0,79,13,36.44470260223049,1,36.44470260223048,2113.9
960,232,240111.0,1451.0,80,2,165.47966919365953,1,165.47966919365953,2098.7
961,232,195342.0,2094.0,80,3,93.2865329512894,1,93.2865329512894,2098.7
962,232,170841.0,2203.0,80,4,77.54925102133454,1,77.54925102133454,2098.7
963,232,155916.0,2207.0,80,5,70.64612596284549,1,70.64612596284549,2098.7
964,232,130647.0,2135.0,80,6,61.19297423887589,1,61.192974238875884,2098.7
965,232,78570.0,2162.0,80,7,36.3413506012951,1,36.3413506012951,2098.7
966,232,80697.0,2203.0,80,8,36.630503858374944,1,36.630503858374944,2098.7
967,232,102147.0,2189.0,80,9,46.66377341251714,1,46.66377341251714,2098.7
968,232,88725.0,2140.0,80,10,41.46028037383178,1,41.46028037383178,2098.7
969,232,72909.0,2203.0,80,11,33.0953245574217,1,33.09532455742169,2098.7
970,232,73506.0,1801.0,80,12,40.81399222654081,1,40.81399222654081,2098.7
971,232,54888.0,2182.0,80,13,25.154903758020158,1,25.154903758020172,2098.7
972,234,219780.0,1342.0,81,2,163.7704918032787,1,163.7704918032787,2023.5
973,234,54657.0,2137.0,81,3,25.576509124941502,1,25.576509124941513,2023.5
974,234,70416.0,1991.0,81,4,35.367152184831745,1,35.367152184831745,2023.5
975,234,3402.0,2059.0,81,5,1.6522583778533269,0,40.6661631570925,2023.5
976,234,83151.0,1809.0,81,6,45.965174129353244,1,45.965174129353244,2023.5
977,234,50184.0,2150.0,81,7,23.34139534883721,1,23.34139534883721,2023.5
978,234,55206.0,2200.0,81,8,25.093636363636364,1,25.093636363636364,2023.5
979,234,53352.0,2204.0,81,9,24.20689655172414,1,24.20689655172414,2023.5
980,234,29577.0,2157.0,81,10,13.71210013908206,1,13.712100139082056,2023.5
981,234,21642.0,2186.0,81,11,9.900274473924977,1,9.900274473924974,2023.5
982,234,16530.0,1672.0,81,12,9.886363636363637,1,9.886363636363637,2023.5
983,234,15486.0,2204.0,81,13,7.026315789473684,1,7.026315789473685,2023.5
984,236,284757.0,1579.0,82,2,180.3400886637112,1,180.3400886637112,2111.5
985,236,159408.0,2092.0,82,3,76.19885277246655,1,76.19885277246655,2111.5
986,236,138240.0,2203.0,82,4,62.750794371311855,1,62.750794371311855,2111.5
987,236,114450.0,2209.0,82,5,51.81077410593029,1,51.81077410593029,2111.5
988,236,95241.0,2128.0,82,6,44.7561090225564,1,44.7561090225564,2111.5
989,236,84135.0,2136.0,82,7,39.38904494382023,1,39.38904494382023,2111.5
990,236,76740.0,2205.0,82,8,34.802721088435376,1,34.802721088435376,2111.5
991,236,71547.0,2200.0,82,9,32.52136363636364,1,32.52136363636364,2111.5
992,236,50811.0,2161.0,82,10,23.51272559000463,1,23.512725590004635,2111.5
993,236,40875.0,2202.0,82,11,18.562670299727518,1,18.562670299727518,2111.5
994,236,44718.0,1797.0,82,12,24.88480801335559,1,24.88480801335559,2111.5
995,236,34056.0,2192.0,82,13,15.536496350364963,1,15.536496350364954,2111.5
996,239,142983.0,1785.0,83,17,80.10252100840336,1,80.10252100840336,1811.1666666666667
997,239,0.0,1.0,83,18,0.0,0,76.8571398666228,1811.1666666666667
998,239,0.0,1.0,83,19,0.0,0,73.61175872484225,1811.1666666666667
999,239,118404.0,921.0,83,20,128.56026058631923,0,70.36637758306169,1811.1666666666667
1000,239,75444.0,1124.0,83,21,67.12099644128114,1,67.12099644128114,1811.1666666666667
1001,239,113550.0,863.0,83,22,131.57589803012746,0,38.90049822064057,1811.1666666666667
1002,239,20559.0,1925.0,83,23,10.68,1,10.680000000000009,1811.1666666666667
1003,239,32613.0,2141.0,83,24,15.23260158804297,1,15.232601588042968,1811.1666666666667
1004,239,22938.0,2088.0,83,25,10.985632183908047,1,10.985632183908043,1811.1666666666667
1005,239,23727.0,1804.0,83,26,13.152439024390244,1,13.152439024390244,1811.1666666666667
1006,239,36639.0,1836.0,83,27,19.955882352941178,1,19.95588235294117,1811.1666666666667
1007,239,30723.0,1912.0,83,28,16.068514644351467,1,16.068514644351467,1811.1666666666667
1008,240,126876.0,730.0,84,16,173.80273972602745,0,313.19551470961443,1687.25
1009,240,177147.0,476.0,84,17,372.1575630252101,0,276.3949112741081,1687.25
1010,240,75084.0,118.0,84,18,636.3050847457628,0,239.59430783860185,1687.25
1011,240,0.0,1.0,84,19,0.0,0,202.79370440309552,1687.25
1012,240,255435.0,832.0,84,20,307.01322115384613,0,165.99310096758919,1687.25
1013,240,130872.0,1013.0,84,21,129.1924975320829,1,129.1924975320829,1687.25
1014,240,144111.0,789.0,84,22,182.65019011406844,0,92.39189409657655,1687.25
1015,240,105957.0,1906.0,84,23,55.591290661070296,1,55.59129066107028,1687.25
1016,240,146559.0,1706.0,84,24,85.90797186400938,1,85.90797186400938,1687.25
1017,240,131100.0,2124.0,84,25,61.72316384180791,1,61.72316384180789,1687.25
1018,240,88131.0,2143.0,84,26,41.125058329444705,1,41.125058329444705,1687.25
1019,240,80910.0,2105.0,84,27,38.43705463182898,1,38.43705463182897,1687.25
1020,264,864765.0,1641.0,85,2,526.9744058500914,0,814.3381271159096,2000.5
1021,264,1268958.0,2157.0,85,3,588.2976356050069,0,646.7414256102297,2000.5
1022,264,989913.0,2066.0,85,4,479.1447241045499,1,479.14472410454994,2000.5
1023,264,661728.0,2124.0,85,5,311.54802259887003,1,311.54802259887015,2000.5
1024,264,515922.0,2195.0,85,6,235.04419134396355,1,235.04419134396358,2000.5
1025,264,430236.0,2099.0,85,7,204.9718913768461,1,204.9718913768461,2000.5
