,Unnamed: 0,No,PRICE ($),Per Month Operation Cost ($),Y_t,J_t,ID index,time,X_t,normal,J_t_pred,Interpolated X_t
279,279,860,1059000,100000,41838.0,67.0,27,13,624.4477611940298,0,1195.4,-8.40716139974387
280,280,863,591000,50000,189417.0,993.0,28,19,190.75226586102718,0,1535.571428571429,119.45364224674356
281,281,863,591000,50000,164715.0,2127.0,28,20,77.44005641748943,1,1535.571428571429,77.44005641748942
282,282,863,591000,50000,72270.0,2040.0,28,21,35.4264705882353,1,1535.571428571429,35.42647058823529
283,283,863,591000,50000,54450.0,1419.0,28,22,38.37209302325581,1,1535.571428571429,38.37209302325581
284,284,863,591000,50000,62883.0,1329.0,28,23,47.316027088036115,1,1535.571428571429,47.316027088036115
285,285,863,591000,50000,74478.0,1643.0,28,24,45.33049300060865,1,1535.571428571429,45.33049300060865
286,286,863,591000,50000,10482.0,124.0,28,25,84.53225806451613,0,1535.571428571429,58.78249562977226
287,287,863,591000,50000,84810.0,188.0,28,26,451.11702127659566,0,1535.571428571429,72.23449825893586
288,288,863,591000,50000,96483.0,1126.0,28,27,85.68650088809947,1,1535.571428571429,85.68650088809947
289,289,863,591000,50000,72057.0,1065.0,28,28,67.65915492957747,1,1535.571428571429,67.65915492957748
