,Unnamed: 0,No,CPA Pretty Well ID,Reference (KB) Elev. (ft),Ground Elevation (ft),MD (All Wells) (ft),TVD (ft),Bot-Hole direction (N/S)/(E/W),Bot-Hole Easting (NAD83),Bot-Hole Northing (NAD83),Stimulation Fluid,Total Proppant Placed (tonne),Avg Proppant Placed per Stage (tonne),Total Fluid Pumped (m3),Avg Fluid Pumped per Stage (m3),Stages Actual,Completed Length (m),Avg Frac Spacing (m),Load Fluid Rec (m3),Load Fluid (m3),Avg Fluid Pumped / Meter (m3),Avg Proppant Placed / Meter (tonne),Proppant Composition,Proppant Name 1,Proppant Size 1,Avg Proppant 1 Placed (tonne),Total Proppant 1 Placed (tonne),Total Ceramic Proppant Placed (tonne),Total Sand Proppant Placed (tonne),Y_first6,Y_last6,Y_t,C_t,J_t,time,Outlier J_t,X_t,Outlier X_t
1703,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,15525.0,42.0,483.0,44,0,32.142857142857146,0
1704,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,39171.0,93.0,697.0,45,0,56.19942611190818,0
1705,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,0.0,0.0,681.5,46,modified,50.17178512802616,modified
1706,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,29400.0,45.0,666.0,47,0,44.14414414414414,0
1707,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,18804.0,0.0,384.0,48,0,48.96875,0
1708,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,37422.0,0.0,432.0,49,0,86.625,0
1709,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,0.0,0.0,212.0,50,modified,141.3869047619048,modified
1710,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,0.0,0.0,176.8,51,modified,150.14880952380955,modified
1711,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,0.0,0.0,170.2,52,modified,151.79166666666669,modified
1712,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,0.0,0.0,168.73333333333332,53,modified,152.15674603174605,modified
1713,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,0.0,0.0,168.36666666666667,54,modified,152.2480158730159,modified
1714,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,25593.0,0.0,168.0,55,0,152.33928571428572,0
1715,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,28989.0,72.0,568.0,56,0,51.03697183098591,0
1716,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,10920.0,0.0,672.0,57,0,16.25,0
1717,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,24867.0,0.0,744.0,58,0,33.42338709677419,0
1718,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,19494.0,75.0,604.0,59,0,32.27483443708609,0
1719,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,2913.0,129.0,537.0,60,0,5.424581005586592,0
1720,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,19368.0,171.0,744.0,61,0,26.032258064516128,0
1721,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,16695.0,2709.0,572.0,62,0,29.187062937062937,0
1722,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,16599.0,2592.0,732.0,63,0,22.67622950819672,0
1723,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,17106.0,2979.0,684.0,64,0,25.00877192982456,0
1724,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,25437.0,2697.0,696.0,65,0,36.547413793103445,0
1725,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,19566.0,2268.0,740.0,66,0,26.44054054054054,0
1726,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,13113.0,1911.0,720.0,67,0,18.2125,0
1727,95,159,59,3096,3069,14931,10153,0.017125588,0.8341758859999999,0.22661173,Water: TWS-Nitrified Foam (NF),2503.5,125.18,3050.82,152.54,20,1401.56,73.76,974.04,3154.36,2.18,1.79,Ceramic/Sand,HydroProp,40/80,13.72,274.3,274.3,2229.2,34383.5,16796.5,8958.0,1968.0,744.0,68,0,12.040322580645162,0
1728,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,177081.0,28539.0,87.0,33,0,2035.4137931034484,0
1729,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,113091.0,1026.0,312.0,34,0,362.47115384615387,0
1730,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,82296.0,57.0,712.0,35,0,115.58426966292134,0
1731,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,82110.0,15.0,696.0,36,0,117.97413793103448,0
1732,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,70608.0,12.0,738.0,37,0,95.67479674796748,0
1733,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,44769.0,0.0,720.0,38,0,62.17916666666667,0
1734,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,39624.0,0.0,744.0,39,0,53.25806451612903,0
1735,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,36627.0,15.0,720.0,40,0,50.87083333333333,0
1736,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,29541.0,6.0,744.0,41,0,39.70564516129032,0
1737,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,32265.0,24.0,737.0,42,0,43.77883310719132,0
1738,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,16884.0,0.0,700.0,43,0,24.12,0
1739,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,25323.0,78.0,492.0,44,0,51.46951219512195,0
1740,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,15642.0,42.0,713.0,45,0,21.938288920056102,0
1741,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,56406.0,18.0,744.0,46,0,75.81451612903226,0
1742,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,18111.0,51.0,738.0,47,0,24.540650406504064,0
1743,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,21246.0,84.0,574.0,48,0,37.01393728222997,0
1744,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,9294.0,0.0,432.0,49,0,21.51388888888889,0
1745,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,9549.0,3.0,336.0,50,0,28.419642857142858,0
1746,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,7233.0,18.0,665.0,51,0,10.876691729323309,0
1747,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,7446.0,12.0,696.0,52,0,10.698275862068966,0
1748,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,10830.0,0.0,744.0,53,0,14.556451612903226,0
1749,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,0.0,0.0,456.0,54,modified,64.39429723502305,modified
1750,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,19191.0,0.0,168.0,55,0,114.23214285714286,0
1751,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,13653.0,3.0,582.0,56,0,23.45876288659794,0
1752,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,5865.0,0.0,482.0,57,0,12.16804979253112,0
1753,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,2475.0,0.0,744.0,58,0,3.3266129032258065,0
1754,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,147.0,3.0,516.0,59,0,34.08614369501466,modified
1755,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,336.0,39.0,537.0,60,0,41.77602639296188,modified
1756,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,13059.0,198.0,264.0,61,0,49.46590909090909,0
1757,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,15702.0,3549.0,404.0,62,0,38.866336633663366,0
1758,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,0.0,0.0,313.0,63,modified,47.960195343858715,modified
1759,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,12666.0,1401.0,222.0,64,0,57.054054054054056,0
1760,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,14937.0,3549.0,700.0,65,0,21.338571428571427,0
1761,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,13005.0,1317.0,740.0,66,0,17.574324324324323,0
1762,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,8535.0,2475.0,720.0,67,0,11.854166666666666,0
1763,96,161,60,3096,3070,15157,10150,0.014565826,0.841565998,0.226464307,Water: TWS-Nitrified Foam (NF),2640.61,125.74,3402.31,162.01,21,1478.45,73.92,1442.97,3390.76,2.3,1.79,Ceramic/Sand,HydroProp,40/80,13.4,281.3,281.3,2359.31,43595.33333,9710.5,9120.0,2598.0,744.0,68,0,12.258064516129032,0
1764,97,163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,9487.0,132642.0,49077.0,72.0,34,0,1842.25,0
1765,97,163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,9487.0,70743.0,537.0,96.0,35,0,736.90625,0
1766,97,163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,9487.0,73800.0,45.0,672.0,36,0,109.82142857142857,0
1767,97,163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,9487.0,58488.0,9.0,696.0,37,0,84.03448275862068,0
1768,97,163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,9487.0,42492.0,9.0,738.0,38,0,57.577235772357724,0
1769,97,163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,9487.0,23046.0,0.0,720.0,39,0,32.00833333333333,0
1770,97,163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,9487.0,26484.0,0.0,744.0,40,0,35.596774193548384,0
1771,97,163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,9487.0,18081.0,9.0,712.0,41,0,25.394662921348313,0
1772,97,163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,9487.0,13296.0,3.0,737.0,42,0,18.040705563093624,0
1773,97,163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,9487.0,11781.0,9.0,729.0,43,0,16.160493827160494,0
1774,97,163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,9487.0,3993.0,0.0,668.0,44,0,5.977544910179641,0
1775,97,163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,9487.0,12657.0,12.0,489.0,45,0,25.883435582822084,0
1776,97,163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,9487.0,26070.0,72.0,708.0,46,0,36.82203389830509,0
1777,97,163,61,3096,3069,15597,10188,0.024193548,0.820216328,0.226804513,Water: TWS-Nitrified Foam (NF),2757.7,125.35,3317.17,150.78,22,1568.87,74.7,1257.8,3314.52,2.11,1.76,Ceramic/Sand,HydroProp,40/80,14.2,312.4,312.4,2445.3,24816.75,9487.0,50388.0,12.0,744.0,47,0,67.7258064516129,0
